DevEUI,Status,Atividade,Porta
0080e1150059a665,Na NLT,Não ativo, desconhecida
0080e1150059a668,Na NLT,Não ativo, desconhecida
0080e1150059a669,Na NLT,Não ativo, desconhecida
0080e1150059a66b,Na NLT,Não ativo, desconhecida
0080e1150059a66c,Na NLT,Não ativo, desconhecida
0080e1150059a66e,Na NLT,Não ativo, desconhecida
0080e1150059a66f,Na NLT,Não ativo, desconhecida
0080e1150059a670,Na NLT,Não ativo, desconhecida
0080e1150059a671,Na NLT,Não ativo, desconhecida
0080e1150059a676,Na NLT,Não ativo, desconhecida
0080e1150059a677,Na NLT,Não ativo, desconhecida
0080e1150059a67b,Na NLT,Não ativo, desconhecida
0080e1150059a682,Na NLT,Não ativo, desconhecida
0080e1150059a685,Na NLT,Não ativo, desconhecida
0080e1150059a686,Fora da NLT,Não ativo, desconhecida
0080e1150059a687,Fora da NLT,Não ativo, desconhecida
0080e1150059a68d,Na NLT,Não ativo, desconhecida
0080e1150059a68f,Na NLT,Não ativo, desconhecida
0080e1150059a691,Na NLT,Não ativo, desconhecida
0080e1150059a692,Na NLT,Não ativo, desconhecida
0080e1150059a693,Na NLT,Ativo,8
0080e1150059a694,Na NLT,Não ativo, desconhecida
0080e1150059a699,Na NLT,Ativo,0
0080e1150059a69a,Fora da NLT,Não ativo, desconhecida
0080e1150059a69b,Na NLT,Ativo,8
0080e1150059a69c,Na NLT,Não ativo, desconhecida
0080e1150059a69d,Na NLT,Não ativo, desconhecida
0080e1150059a6a0,Na NLT,Ativo,8
0080e1150059a6a1,Na NLT,Não ativo, desconhecida
0080e1150059a6a5,Na NLT,Ativo,8
0080e1150059a6a6,Fora da NLT,Não ativo, desconhecida
0080e1150059a6a7,Fora da NLT,Não ativo, desconhecida
0080e1150059a6a8,Na NLT,Não ativo, desconhecida
0080e1150059a6ac,Na NLT,Não ativo, desconhecida
0080e1150059a6b3,Na NLT,Não ativo, desconhecida
0080e1150059a6b6,Fora da NLT,Não ativo, desconhecida
0080e1150059a6b7,Na NLT,Ativo,8
0080e1150059a6b8,Na NLT,Não ativo, desconhecida
0080e1150059a6bd,Na NLT,Não ativo, desconhecida
0080e1150059a6be,Na NLT,Não ativo, desconhecida
0080e1150059a6bf,Na NLT,Ativo,8
0080e1150059a6c0,Na NLT,Não ativo, desconhecida
0080e1150059a6c1,Na NLT,Não ativo, desconhecida
0080e1150059a6c3,Na NLT,Não ativo, desconhecida
0080e1150059a6c4,Na NLT,Ativo,0
0080e1150059a6c5,Na NLT,Não ativo, desconhecida
0080e1150059a6c6,Na NLT,Ativo,8
0080e1150059a6c8,Na NLT,Ativo,8
0080e1150059a6c9,Na NLT,Não ativo, desconhecida
0080e1150059a6ca,Na NLT,Ativo,8
0080e1150059a6cb,Na NLT,Não ativo, desconhecida
0080e1150059a6cc,Na NLT,Não ativo, desconhecida
0080e1150059a6cd,Na NLT,Não ativo, desconhecida
0080e1150059a6ce,Na NLT,Não ativo, desconhecida
0080e1150059a6cf,Na NLT,Não ativo, desconhecida
0080e1150059a6d0,Na NLT,Não ativo, desconhecida
0080e1150059a6d1,Na NLT,Não ativo, desconhecida
0080e1150059a6d2,Na NLT,Não ativo, desconhecida
0080e1150059a6d3,Na NLT,Não ativo, desconhecida
0080e1150059a6d8,Na NLT,Não ativo, desconhecida
0080e1150059a6d9,Na NLT,Não ativo, desconhecida
0080e1150059a6da,Na NLT,Não ativo, desconhecida
0080e1150059a6dc,Na NLT,Não ativo, desconhecida
0080e1150059a6e0,Fora da NLT,Não ativo, desconhecida
0080e1150059a6e1,Na NLT,Não ativo, desconhecida
0080e1150059a6e2,Na NLT,Não ativo, desconhecida
0080e1150059a6e3,Na NLT,Não ativo, desconhecida
0080e1150059a6e6,Na NLT,Não ativo, desconhecida
0080e1150059a6ef,Na NLT,Não ativo, desconhecida
0080e1150059a6f2,Na NLT,Não ativo, desconhecida
0080e1150059a6f3,Na NLT,Não ativo, desconhecida
0080e1150059a6f7,Na NLT,Não ativo, desconhecida
0080e1150059a6f8,Na NLT,Não ativo, desconhecida
0080e1150059a703,Na NLT,Não ativo, desconhecida
0080e1150059a708,Na NLT,Não ativo, desconhecida
0080e1150059a709,Na NLT,Não ativo, desconhecida
0080e1150059a70e,Fora da NLT,Não ativo, desconhecida
0080e1150059a70f,Na NLT,Não ativo, desconhecida
0080e1150059a710,Fora da NLT,Não ativo, desconhecida
0080e1150059a711,Fora da NLT,Não ativo, desconhecida
0080e1150059a712,Na NLT,Não ativo, desconhecida
0080e1150059a714,Na NLT,Não ativo,127
0080e1150059a715,Fora da NLT,Não ativo, desconhecida
0080e1150059a716,Na NLT,Não ativo, desconhecida
0080e1150059a717,Na NLT,Não ativo, desconhecida
0080e1150059a719,Fora da NLT,Não ativo, desconhecida
0080e1150059a71b,Na NLT,Não ativo, desconhecida
0080e1150059a71c,Na NLT,Não ativo, desconhecida
0080e1150059a71d,Na NLT,Não ativo, desconhecida
0080e1150059a71f,Na NLT,Não ativo, desconhecida
0080e1150059a721,Na NLT,Não ativo, desconhecida
0080e1150059a722,Na NLT,Não ativo, desconhecida
0080e1150059a727,Na NLT,Não ativo, desconhecida
0080e1150059a729,Na NLT,Não ativo, desconhecida
0080e1150059a72b,Na NLT,Não ativo, desconhecida
0080e1150059a72c,Na NLT,Não ativo, desconhecida
0080e1150059a72d,Fora da NLT,Não ativo, desconhecida
0080e1150059a730,Fora da NLT,Não ativo, desconhecida
0080e1150059a731,Fora da NLT,Não ativo, desconhecida
0080e1150059a732,Fora da NLT,Não ativo, desconhecida
0080e1150059a733,Na NLT,Não ativo, desconhecida
0080e1150059a734,Na NLT,Não ativo, desconhecida
0080e1150059a739,Na NLT,Não ativo, desconhecida
0080e1150059a73e,Na NLT,Não ativo, desconhecida
0080e1150059a748,Na NLT,Ativo,8
0080e1150059a74d,Na NLT,Não ativo, desconhecida
0080e1150059a74e,Na NLT,Não ativo, desconhecida
0080e1150059a754,Na NLT,Não ativo, desconhecida
0080e1150059a792,Na NLT,Não ativo, desconhecida
0080e1150059a794,Na NLT,Não ativo, desconhecida
0080e1150059a795,Na NLT,Não ativo, desconhecida
0080e1150059a79a,Na NLT,Não ativo, desconhecida
0080e1150059a79b,Na NLT,Não ativo, desconhecida
0080e1150059a7ad,Na NLT,Não ativo, desconhecida
0080e1150059a7ae,Na NLT,Não ativo, desconhecida
0080e1150059a7b2,Na NLT,Não ativo, desconhecida
0080e1150059a7b3,Na NLT,Não ativo, desconhecida
0080e1150059a7b4,Na NLT,Não ativo, desconhecida
0080e1150059a7b5,Na NLT,Não ativo, desconhecida
0080e1150059a7b8,Na NLT,Não ativo, desconhecida
0080e1150059a7b9,Na NLT,Não ativo, desconhecida
0080e1150059a7ba,Na NLT,Não ativo, desconhecida
0080e1150059a7bb,Na NLT,Não ativo, desconhecida
0080e1150059a7bc,Na NLT,Não ativo, desconhecida
0080e1150059a7bd,Na NLT,Não ativo, desconhecida
0080e1150059a7bf,Na NLT,Não ativo, desconhecida
0080e1150059a7c0,Na NLT,Não ativo, desconhecida
0080e1150059a7c2,Na NLT,Não ativo, desconhecida
0080e1150059a7c3,Na NLT,Não ativo, desconhecida
0080e1150059a7c4,Na NLT,Não ativo, desconhecida
0080e1150059a7c8,Na NLT,Não ativo, desconhecida
0080e1150059a7c9,Na NLT,Não ativo, desconhecida
0080e1150059a7cb,Na NLT,Não ativo,8
0080e1150059a7ce,Na NLT,Ativo,8
0080e1150059a7cf,Na NLT,Não ativo,127
0080e1150059a7d1,Na NLT,Não ativo, desconhecida
0080e1150059a7d2,Na NLT,Não ativo, desconhecida
0080e1150059a7d3,Na NLT,Não ativo, desconhecida
0080e1150059a7d4,Na NLT,Não ativo, desconhecida
0080e1150059a7d5,Na NLT,Não ativo, desconhecida
0080e1150059a7d6,Na NLT,Não ativo, desconhecida
0080e1150059a7d7,Na NLT,Não ativo, desconhecida
0080e1150059a7d9,Na NLT,Não ativo, desconhecida
0080e1150059a7da,Na NLT,Não ativo, desconhecida
0080e1150059a7db,Na NLT,Não ativo, desconhecida
0080e1150059a7e0,Na NLT,Não ativo, desconhecida
0080e1150059a7e3,Na NLT,Não ativo, desconhecida
0080e1150059a7e7,Na NLT,Não ativo, desconhecida
0080e1150059a7ed,Na NLT,Não ativo, desconhecida
0080e1150059a7f1,Na NLT,Não ativo, desconhecida
0080e1150059a7f8,Fora da NLT,Não ativo, desconhecida
0080e1150059a7f9,Na NLT,Não ativo, desconhecida
0080e1150059a803,Na NLT,Não ativo, desconhecida
0080e1150059a807,Na NLT,Não ativo, desconhecida
0080e1150059a808,Na NLT,Não ativo, desconhecida
0080e1150059a809,Na NLT,Não ativo, desconhecida
0080e1150059a80a,Na NLT,Não ativo, desconhecida
0080e1150059a80e,Na NLT,Não ativo, desconhecida
0080e1150059a810,Na NLT,Não ativo, desconhecida
0080e1150059a811,Na NLT,Não ativo, desconhecida
0080e1150059a814,Na NLT,Não ativo, desconhecida
0080e1150059a815,Na NLT,Não ativo, desconhecida
0080e1150059a816,Na NLT,Não ativo, desconhecida
0080e1150059a817,Na NLT,Não ativo, desconhecida
0080e1150059a818,Na NLT,Não ativo, desconhecida
0080e1150059a81d,Na NLT,Não ativo, desconhecida
0080e1150059a81e,Na NLT,Ativo,8
0080e1150059a822,Na NLT,Ativo,8
0080e1150059a824,Na NLT,Não ativo, desconhecida
0080e1150059a825,Na NLT,Não ativo, desconhecida
0080e1150059a826,Na NLT,Não ativo, desconhecida
0080e1150059a827,Na NLT,Não ativo, desconhecida
0080e1150059a829,Na NLT,Não ativo, desconhecida
0080e1150059a82b,Fora da NLT,Não ativo, desconhecida
0080e1150059a82c,Na NLT,Não ativo, desconhecida
0080e1150059a831,Na NLT,Não ativo, desconhecida
0080e1150059a832,Na NLT,Não ativo, desconhecida
0080e1150059a833,Na NLT,Não ativo, desconhecida
0080e1150059a835,Fora da NLT,Não ativo, desconhecida
0080e1150059a836,Na NLT,Ativo,127
0080e1150059a83b,Fora da NLT,Não ativo, desconhecida
0080e1150059a83d,Na NLT,Não ativo, desconhecida
0080e1150059a842,Na NLT,Não ativo, desconhecida
0080e1150059a844,Na NLT,Não ativo, desconhecida
0080e1150059a84b,Na NLT,Não ativo, desconhecida
0080e1150059a84c,Fora da NLT,Não ativo, desconhecida
0080e1150059a84d,Fora da NLT,Não ativo, desconhecida
0080e1150059a84e,Na NLT,Ativo,8
0080e1150059a852,Fora da NLT,Não ativo, desconhecida
0080e1150059a856,Na NLT,Não ativo, desconhecida
0080e1150059a859,Fora da NLT,Não ativo, desconhecida
0080e1150059a85d,Fora da NLT,Não ativo, desconhecida
0080e1150059a85e,Na NLT,Não ativo, desconhecida
0080e1150059a864,Na NLT,Não ativo, desconhecida
0080e1150059a865,Na NLT,Não ativo, desconhecida
0080e1150059a866,Na NLT,Não ativo, desconhecida
0080e1150059a869,Na NLT,Não ativo, desconhecida
0080e1150059a86a,Na NLT,Não ativo, desconhecida
0080e1150059a86b,Na NLT,Não ativo, desconhecida
0080e1150059a86c,Na NLT,Não ativo, desconhecida
0080e1150059a871,Na NLT,Não ativo, desconhecida
0080e1150059a872,Na NLT,Não ativo, desconhecida
0080e1150059a873,Na NLT,Não ativo, desconhecida
0080e1150059a874,Na NLT,Não ativo, desconhecida
0080e1150059a876,Na NLT,Não ativo, desconhecida
0080e1150059a879,Na NLT,Não ativo, desconhecida
0080e1150059a87a,Na NLT,Não ativo, desconhecida
0080e1150059a87c,Na NLT,Não ativo, desconhecida
0080e1150059a87f,Na NLT,Não ativo, desconhecida
0080e1150059a880,Na NLT,Não ativo, desconhecida
0080e1150059a881,Na NLT,Não ativo, desconhecida
0080e1150059a883,Na NLT,Não ativo, desconhecida
0080e1150059a884,Na NLT,Não ativo, desconhecida
0080e1150059a885,Na NLT,Ativo,8
0080e1150059a888,Na NLT,Não ativo, desconhecida
0080e1150059a88b,Na NLT,Ativo, desconhecida
0080e1150059a88d,Na NLT,Não ativo, desconhecida
0080e1150059a88e,Na NLT,Não ativo, desconhecida
0080e1150059a892,Na NLT,Ativo,8
0080e1150059a898,Fora da NLT,Não ativo, desconhecida
0080e1150059a899,Na NLT,Não ativo, desconhecida
0080e1150059a89a,Na NLT,Não ativo, desconhecida
0080e1150059a89c,Na NLT,Não ativo, desconhecida
0080e1150059a89e,Na NLT,Não ativo, desconhecida
0080e1150059a8a2,Fora da NLT,Não ativo, desconhecida
0080e1150059a8a4,Fora da NLT,Não ativo, desconhecida
0080e1150059a8a5,Na NLT,Ativo,8
0080e1150059a8a7,Na NLT,Não ativo, desconhecida
0080e1150059a8a8,Na NLT,Não ativo, desconhecida
0080e1150059a8a9,Na NLT,Não ativo, desconhecida
0080e1150059a8ab,Fora da NLT,Não ativo, desconhecida
0080e1150059a8ad,Na NLT,Não ativo, desconhecida
0080e1150059a8ae,Na NLT,Não ativo, desconhecida
0080e1150059a8b2,Fora da NLT,Não ativo, desconhecida
0080e1150059a8b3,Na NLT,Não ativo, desconhecida
0080e1150059a8b4,Na NLT,Não ativo, desconhecida
0080e1150059a8b7,Na NLT,Não ativo, desconhecida
0080e1150059a8b9,Na NLT,Não ativo, desconhecida
0080e1150059a8bb,Na NLT,Não ativo, desconhecida
0080e1150059a8be,Na NLT,Não ativo, desconhecida
0080e1150059a8bf,Na NLT,Não ativo, desconhecida
0080e1150059a8c0,Na NLT,Não ativo, desconhecida
0080e1150059a8c1,Na NLT,Não ativo, desconhecida
0080e1150059a8c2,Na NLT,Não ativo, desconhecida
0080e1150059a8c3,Na NLT,Não ativo, desconhecida
0080e1150059a8c4,Na NLT,Não ativo, desconhecida
0080e1150059a8c5,Na NLT,Não ativo, desconhecida
0080e1150059a8c6,Na NLT,Não ativo, desconhecida
0080e1150059a8c7,Na NLT,Não ativo, desconhecida
0080e1150059a8c8,Na NLT,Não ativo, desconhecida
0080e1150059a8c9,Na NLT,Não ativo,8
0080e1150059a8ca,Na NLT,Não ativo, desconhecida
0080e1150059a8cb,Fora da NLT,Não ativo, desconhecida
0080e1150059a8cd,Na NLT,Não ativo, desconhecida
0080e1150059a8cf,Fora da NLT,Não ativo, desconhecida
0080e1150059a8d0,Na NLT,Não ativo, desconhecida
0080e1150059a8d2,Na NLT,Não ativo, desconhecida
0080e1150059a8d3,Fora da NLT,Não ativo, desconhecida
0080e1150059a8d5,Na NLT,Não ativo, desconhecida
0080e1150059a8d6,Na NLT,Não ativo, desconhecida
0080e1150059a8d7,Na NLT,Não ativo, desconhecida
0080e1150059a8d8,Na NLT,Não ativo, desconhecida
0080e1150059a8da,Na NLT,Não ativo, desconhecida
0080e1150059a8db,Na NLT,Não ativo, desconhecida
0080e1150059a8dc,Na NLT,Ativo,8
0080e1150059a8dd,Na NLT,Não ativo, desconhecida
0080e1150059a8de,Na NLT,Não ativo, desconhecida
0080e1150059a8df,Na NLT,Não ativo, desconhecida
0080e1150059a8e0,Na NLT,Não ativo, desconhecida
0080e1150059a8e1,Na NLT,Não ativo, desconhecida
0080e1150059a8e2,Na NLT,Não ativo, desconhecida
0080e1150059a8e3,Na NLT,Não ativo, desconhecida
0080e1150059a8e4,Na NLT,Ativo,8
0080e1150059a8e5,Fora da NLT,Não ativo, desconhecida
0080e1150059a8e6,Na NLT,Não ativo, desconhecida
0080e1150059a8e7,Na NLT,Ativo,8
0080e1150059a8e8,Na NLT,Não ativo, desconhecida
0080e1150059a8e9,Fora da NLT,Não ativo, desconhecida
0080e1150059a8ea,Na NLT,Não ativo, desconhecida
0080e1150059a8ec,Na NLT,Não ativo, desconhecida
0080e1150059a8ed,Na NLT,Não ativo, desconhecida
0080e1150059a8ee,Na NLT,Ativo, desconhecida
0080e1150059a8ef,Na NLT,Não ativo, desconhecida
0080e1150059a8f0,Fora da NLT,Não ativo, desconhecida
0080e1150059a8f1,Na NLT,Não ativo, desconhecida
0080e1150059a8f2,Na NLT,Não ativo, desconhecida
0080e1150059a8f3,Na NLT,Não ativo, desconhecida
0080e1150059a8f4,Na NLT,Não ativo, desconhecida
0080e1150059a8f5,Na NLT,Não ativo, desconhecida
0080e1150059a8f6,Na NLT,Não ativo, desconhecida
0080e1150059a8f7,Na NLT,Não ativo, desconhecida
0080e1150059a8f8,Na NLT,Não ativo, desconhecida
0080e1150059a8fb,Na NLT,Não ativo, desconhecida
0080e1150059a8fc,Na NLT,Não ativo, desconhecida
0080e1150059a8fd,Na NLT,Não ativo, desconhecida
0080e1150059a8fe,Na NLT,Ativo,8
0080e1150059a8ff,Na NLT,Não ativo, desconhecida
0080e1150059a900,Na NLT,Não ativo, desconhecida
0080e1150059a901,Na NLT,Não ativo, desconhecida
0080e1150059a902,Na NLT,Não ativo, desconhecida
0080e1150059a905,Na NLT,Não ativo, desconhecida
0080e1150059a906,Na NLT,Não ativo,8
0080e1150059a907,Na NLT,Não ativo, desconhecida
0080e1150059a90b,Na NLT,Não ativo, desconhecida
0080e1150059a90c,Na NLT,Não ativo, desconhecida
0080e1150059a90d,Na NLT,Não ativo, desconhecida
0080e1150059a90e,Na NLT,Não ativo, desconhecida
0080e1150059a911,Na NLT,Não ativo, desconhecida
0080e1150059a912,Na NLT,Não ativo, desconhecida
0080e1150059a917,Fora da NLT,Não ativo, desconhecida
0080e1150059a918,Na NLT,Não ativo, desconhecida
0080e1150059a919,Fora da NLT,Não ativo, desconhecida
0080e1150059a91b,Na NLT,Não ativo, desconhecida
0080e1150059a920,Na NLT,Não ativo, desconhecida
0080e1150059a921,Na NLT,Não ativo, desconhecida
0080e1150059a925,Na NLT,Não ativo, desconhecida
0080e1150059a926,Fora da NLT,Não ativo, desconhecida
0080e1150059a92c,Na NLT,Não ativo, desconhecida
0080e1150059a92e,Na NLT,Não ativo, desconhecida
0080e1150059a930,Na NLT,Não ativo, desconhecida
0080e1150059a934,Na NLT,Não ativo, desconhecida
0080e1150059a935,Na NLT,Não ativo, desconhecida
0080e1150059a936,Na NLT,Não ativo, desconhecida
0080e1150059a938,Na NLT,Ativo,8
0080e1150059a939,Na NLT,Não ativo, desconhecida
0080e1150059a93c,Na NLT,Não ativo, desconhecida
0080e1150059a93d,Fora da NLT,Não ativo, desconhecida
0080e1150059a940,Na NLT,Ativo,8
0080e1150059a945,Na NLT,Não ativo, desconhecida
0080e1150059a946,Na NLT,Não ativo, desconhecida
0080e1150059a94a,Na NLT,Não ativo, desconhecida
0080e1150059a94c,Na NLT,Não ativo, desconhecida
0080e1150059a94d,Na NLT,Não ativo, desconhecida
0080e1150059a953,Fora da NLT,Não ativo, desconhecida
0080e1150059a954,Na NLT,Não ativo, desconhecida
0080e1150059a957,Na NLT,Não ativo, desconhecida
0080e1150059a958,Na NLT,Não ativo, desconhecida
0080e1150059a959,Na NLT,Não ativo, desconhecida
0080e1150059a95a,Na NLT,Não ativo, desconhecida
0080e1150059a95b,Na NLT,Não ativo, desconhecida
0080e1150059a95c,Fora da NLT,Não ativo, desconhecida
0080e1150059a95d,Na NLT,Não ativo, desconhecida
0080e1150059a95e,Na NLT,Ativo,8
0080e1150059a960,Na NLT,Não ativo, desconhecida
0080e1150059a963,Na NLT,Não ativo, desconhecida
0080e1150059a964,Na NLT,Não ativo, desconhecida
0080e1150059a965,Na NLT,Não ativo, desconhecida
0080e1150059a968,Fora da NLT,Não ativo, desconhecida
0080e1150059a96c,Fora da NLT,Não ativo, desconhecida
0080e1150059a96f,Fora da NLT,Não ativo, desconhecida
0080e1150059a973,Na NLT,Não ativo, desconhecida
0080e1150059a974,Fora da NLT,Não ativo, desconhecida
0080e1150059a975,Na NLT,Não ativo, desconhecida
0080e1150059a979,Na NLT,Não ativo, desconhecida
0080e1150059a97a,Na NLT,Não ativo, desconhecida
0080e1150059a97b,Fora da NLT,Não ativo, desconhecida
0080e1150059a97c,Na NLT,Não ativo, desconhecida
0080e1150059a97d,Na NLT,Não ativo, desconhecida
0080e1150059a97e,Na NLT,Ativo,8
0080e1150059a981,Fora da NLT,Não ativo, desconhecida
0080e1150059a985,Na NLT,Não ativo, desconhecida
0080e1150059a98a,Na NLT,Não ativo, desconhecida
0080e1150059a98c,Na NLT,Não ativo, desconhecida
0080e1150059a990,Na NLT,Não ativo, desconhecida
0080e1150059a994,Na NLT,Não ativo, desconhecida
0080e1150059a995,Na NLT,Não ativo, desconhecida
0080e1150059a997,Na NLT,Não ativo, desconhecida
0080e1150059a99a,Na NLT,Não ativo, desconhecida
0080e1150059a99b,Na NLT,Ativo,8
0080e1150059a99d,Na NLT,Não ativo, desconhecida
0080e1150059a99f,Na NLT,Não ativo, desconhecida
0080e1150059a9a0,Na NLT,Ativo,8
0080e1150059a9a1,Na NLT,Ativo,8
0080e1150059a9a2,Na NLT,Não ativo, desconhecida
0080e1150059a9a3,Na NLT,Não ativo, desconhecida
0080e1150059a9a4,Na NLT,Não ativo, desconhecida
0080e1150059a9a5,Na NLT,Não ativo, desconhecida
0080e1150059a9a6,Na NLT,Não ativo, desconhecida
0080e1150059a9ab,Na NLT,Não ativo, desconhecida
0080e1150059a9ac,Na NLT,Não ativo, desconhecida
0080e1150059a9be,Na NLT,Não ativo, desconhecida
0080e1150059a9bf,Na NLT,Não ativo, desconhecida
0080e1150059a9c6,Na NLT,Não ativo, desconhecida
0080e1150059a9cb,Na NLT,Não ativo, desconhecida
0080e1150059a9cc,Na NLT,Não ativo, desconhecida
0080e1150059a9d3,Na NLT,Não ativo, desconhecida
0080e1150059a9d6,Na NLT,Não ativo, desconhecida
0080e1150059a9d7,Fora da NLT,Não ativo, desconhecida
0080e1150059a9d8,Fora da NLT,Não ativo, desconhecida
0080e1150059a9d9,Na NLT,Não ativo, desconhecida
0080e1150059a9db,Na NLT,Não ativo, desconhecida
0080e1150059a9dc,Na NLT,Não ativo, desconhecida
0080e1150059a9dd,Na NLT,Não ativo, desconhecida
0080e1150059a9de,Na NLT,Não ativo,8
0080e1150059a9df,Na NLT,Não ativo, desconhecida
0080e1150059a9e0,Fora da NLT,Não ativo, desconhecida
0080e1150059a9e1,Fora da NLT,Não ativo, desconhecida
0080e1150059a9e2,Na NLT,Não ativo, desconhecida
0080e1150059a9e3,Na NLT,Não ativo, desconhecida
0080e1150059a9e4,Fora da NLT,Não ativo, desconhecida
0080e1150059a9e5,Fora da NLT,Não ativo, desconhecida
0080e1150059a9e7,Na NLT,Não ativo, desconhecida
0080e1150059a9e8,Na NLT,Não ativo, desconhecida
0080e1150059a9e9,Na NLT,Não ativo, desconhecida
0080e1150059a9ea,Na NLT,Não ativo, desconhecida
0080e1150059a9eb,Fora da NLT,Não ativo, desconhecida
0080e1150059a9ed,Na NLT,Não ativo, desconhecida
0080e1150059a9ee,Na NLT,Não ativo, desconhecida
0080e1150059a9ef,Na NLT,Não ativo, desconhecida
0080e1150059a9f0,Na NLT,Não ativo, desconhecida
0080e1150059a9f3,Na NLT,Não ativo, desconhecida
0080e1150059a9f4,Fora da NLT,Não ativo, desconhecida
0080e1150059a9f5,Fora da NLT,Não ativo, desconhecida
0080e1150059a9f6,Na NLT,Não ativo, desconhecida
0080e1150059a9f8,Fora da NLT,Não ativo, desconhecida
0080e1150059a9f9,Fora da NLT,Não ativo, desconhecida
0080e1150059a9fa,Na NLT,Não ativo, desconhecida
0080e1150059aa05,Na NLT,Não ativo,0
0080e1150059aa0a,Na NLT,Não ativo, desconhecida
0080e1150059aa0b,Na NLT,Não ativo, desconhecida
0080e1150059aa19,Na NLT,Não ativo,8
0080e1150059aa20,Na NLT,Não ativo, desconhecida
0080e1150059aa29,Na NLT,Não ativo, desconhecida
0080e1150059aa2e,Na NLT,Não ativo, desconhecida
0080e1150059aa35,Fora da NLT,Não ativo, desconhecida
0080e1150059aa42,Na NLT,Não ativo, desconhecida
0080e1150059aa4f,Na NLT,Não ativo, desconhecida
0080e1150059aa68,Na NLT,Não ativo, desconhecida
0080e1150059aa69,Na NLT,Não ativo,0
0080e1150059aa6a,Na NLT,Não ativo, desconhecida
0080e1150059aa6c,Na NLT,Não ativo, desconhecida
0080e1150059aa70,Na NLT,Não ativo, desconhecida
0080e1150059aa71,Na NLT,Não ativo, desconhecida
0080e1150059aa72,Fora da NLT,Não ativo, desconhecida
0080e1150059aa8c,Na NLT,Não ativo, desconhecida
0080e1150059aa8d,Na NLT,Não ativo, desconhecida
0080e1150059aa8e,Na NLT,Não ativo, desconhecida
0080e1150059aa8f,Na NLT,Não ativo, desconhecida
0080e1150059aa90,Na NLT,Não ativo, desconhecida
0080e1150059aa93,Na NLT,Não ativo, desconhecida
0080e1150059aa94,Na NLT,Não ativo, desconhecida
0080e1150059aa96,Na NLT,Não ativo, desconhecida
0080e1150059aa97,Na NLT,Não ativo, desconhecida
0080e1150059aa9a,Na NLT,Não ativo, desconhecida
0080e1150059aa9b,Fora da NLT,Não ativo, desconhecida
0080e1150059aa9c,Na NLT,Não ativo, desconhecida
0080e1150059aa9d,Na NLT,Não ativo, desconhecida
0080e1150059aa9e,Na NLT,Não ativo, desconhecida
0080e1150059aa9f,Na NLT,Não ativo, desconhecida
0080e1150059aaa0,Na NLT,Não ativo, desconhecida
0080e1150059aaa2,Na NLT,Não ativo, desconhecida
0080e1150059aaa3,Na NLT,Não ativo, desconhecida
0080e1150059aaa4,Na NLT,Não ativo, desconhecida
0080e1150059aaa5,Na NLT,Não ativo, desconhecida
0080e1150059aaa7,Na NLT,Não ativo, desconhecida
0080e1150059aaa8,Na NLT,Não ativo, desconhecida
0080e1150059aaa9,Na NLT,Não ativo, desconhecida
0080e1150059aaac,Na NLT,Não ativo, desconhecida
0080e1150059aaae,Na NLT,Não ativo, desconhecida
0080e1150059aaaf,Na NLT,Não ativo, desconhecida
0080e1150059aab0,Na NLT,Não ativo, desconhecida
0080e1150059aab5,Na NLT,Ativo,8
0080e1150059aabb,Na NLT,Não ativo, desconhecida
0080e1150059aac5,Na NLT,Não ativo, desconhecida
0080e1150059aaca,Na NLT,Não ativo, desconhecida
0080e1150059aace,Na NLT,Não ativo, desconhecida
0080e1150059aadb,Na NLT,Ativo,8
0080e1150059aadc,Na NLT,Não ativo, desconhecida
0080e1150059aade,Na NLT,Ativo,8
0080e1150059aadf,Na NLT,Ativo,8
0080e1150059aae0,Na NLT,Não ativo, desconhecida
0080e1150059aae9,Na NLT,Não ativo, desconhecida
0080e1150059aaeb,Na NLT,Não ativo, desconhecida
0080e1150059aaec,Na NLT,Não ativo, desconhecida
0080e1150059aaed,Na NLT,Ativo,8
0080e1150059aaee,Na NLT,Ativo,8
0080e1150059aaf1,Na NLT,Não ativo, desconhecida
0080e1150059aaf2,Na NLT,Não ativo, desconhecida
0080e1150059aaf3,Na NLT,Não ativo, desconhecida
0080e1150059aaf4,Na NLT,Ativo,8
0080e1150059aaf5,Na NLT,Não ativo, desconhecida
0080e1150059aafb,Fora da NLT,Não ativo, desconhecida
0080e1150059aaff,Na NLT,Não ativo, desconhecida
0080e1150059ab04,Na NLT,Não ativo, desconhecida
0080e1150059ab05,Na NLT,Não ativo, desconhecida
0080e1150059ab07,Fora da NLT,Não ativo, desconhecida
0080e1150059ab08,Na NLT,Não ativo, desconhecida
0080e1150059ab0a,Na NLT,Não ativo,8
0080e1150059ab0b,Na NLT,Ativo,8
0080e1150059ab0e,Na NLT,Não ativo, desconhecida
0080e1150059ab0f,Na NLT,Não ativo, desconhecida
0080e1150059ab10,Na NLT,Não ativo, desconhecida
0080e1150059ab14,Na NLT,Não ativo, desconhecida
0080e1150059ab15,Na NLT,Não ativo, desconhecida
0080e1150059ab1c,Fora da NLT,Não ativo, desconhecida
0080e1150059ab1d,Na NLT,Não ativo, desconhecida
0080e1150059ab1e,Na NLT,Não ativo, desconhecida
0080e1150059ab1f,Na NLT,Não ativo, desconhecida
0080e1150059ab23,Fora da NLT,Não ativo, desconhecida
