DevEUI,Status,Atividade,Porta
0080e1150044daea,Na NLT,Ativo,2
0080e1150044daeb,Na NLT,Ativo,2
0080e1150044daee,Na NLT,Ativo,2
0080e1150044daef,Na NLT,Ativo,2
0080e1150044daf0,Fora da NLT,Não ativo, desconhecida
0080e1150044daf1,Na NLT,Ativo,2
0080e1150044db27,Na NLT,Ativo,2
0080e1150044db2a,Na NLT,Ativo,2
0080e1150044db38,Na NLT,Ativo,2
0080e1150044db3a,Na NLT,Ativo, desconhecida
0080e1150044db3b,Na NLT,Ativo,2
0080e1150044db3d,Fora da NLT,Não ativo, desconhecida
0080e1150044db3f,Na NLT,Ativo,2
0080e1150044db41,Na NLT,Ativo,2
0080e1150044db46,Na NLT,Ativo,2
0080e1150044db4a,Na NLT,Ativo,2
0080e1150044db4b,Na NLT,Ativo,2
0080e1150044db4c,Na NLT,Não ativo, desconhecida
0080e1150044db4f,Fora da NLT,Não ativo, desconhecida
0080e1150044db51,Na NLT,Ativo,2
0080e1150044db52,Fora da NLT,Não ativo, desconhecida
0080e1150044db55,Na NLT,Não ativo, desconhecida
0080e1150044db56,Na NLT,Ativo,2
0080e1150044db57,Na NLT,Ativo, desconhecida
0080e1150044db59,Na NLT,Ativo,2
0080e1150044db5d,Na NLT,Ativo,2
0080e1150044db60,Na NLT,Ativo,2
0080e1150044db61,Na NLT,Ativo,2
0080e1150044db62,Na NLT,Ativo,2
0080e1150044db63,Fora da NLT,Não ativo, desconhecida
0080e1150044db65,Na NLT,Ativo,2
0080e1150044db68,Na NLT,Não ativo, desconhecida
0080e1150044db6a,Na NLT,Ativo,2
0080e1150044db6b,Na NLT,Não ativo, desconhecida
0080e1150044db6c,Na NLT,Não ativo, desconhecida
0080e1150044db6d,Na NLT,Não ativo, desconhecida
0080e1150044db6e,Na NLT,Não ativo, desconhecida
0080e1150044db6f,Na NLT,Não ativo, desconhecida
0080e1150044db70,Na NLT,Não ativo, desconhecida
0080e1150044db73,Na NLT,Não ativo, desconhecida
0080e1150044db74,Na NLT,Não ativo, desconhecida
0080e1150044db75,Na NLT,Não ativo, desconhecida
0080e1150044db76,Na NLT,Não ativo, desconhecida
0080e1150044db7a,Na NLT,Não ativo, desconhecida
0080e1150044db7c,Na NLT,Não ativo, desconhecida
0080e1150044db7d,Na NLT,Não ativo, desconhecida
0080e1150044db7e,Na NLT,Não ativo, desconhecida
0080e1150044db81,Na NLT,Ativo,8
0080e1150044db82,Na NLT,Não ativo, desconhecida
0080e1150044db83,Na NLT,Não ativo, desconhecida
0080e1150044db84,Na NLT,Não ativo, desconhecida
0080e1150044db85,Na NLT,Não ativo, desconhecida
0080e1150044db87,Na NLT,Ativo,2
0080e1150044db88,Na NLT,Não ativo, desconhecida
0080e1150044db89,Na NLT,Não ativo, desconhecida
0080e1150044db8a,Na NLT,Não ativo, desconhecida
0080e1150044db8b,Na NLT,Não ativo, desconhecida
0080e1150044db8c,Na NLT,Não ativo, desconhecida
0080e1150044db8d,Na NLT,Ativo,2
0080e1150044db8f,Na NLT,Ativo,2
0080e1150044db91,Na NLT,Ativo,2
0080e1150044db92,Fora da NLT,Não ativo, desconhecida
0080e1150044db95,Na NLT,Ativo,2
0080e1150044db96,Na NLT,Ativo,2
0080e1150044db98,Na NLT,Ativo,2
0080e1150044db9d,Na NLT,Ativo,2
0080e1150044dba0,Na NLT,Ativo,2
0080e1150044dba5,Na NLT,Não ativo, desconhecida
0080e1150044dba6,Fora da NLT,Não ativo, desconhecida
0080e1150044dba7,Na NLT,Ativo,2
0080e1150044dbaa,Na NLT,Ativo,2
0080e1150044dbad,Na NLT,Ativo,2
0080e1150044dbae,Na NLT,Ativo,2
0080e1150044dbaf,Na NLT,Ativo,2
0080e1150044dbb0,Na NLT,Ativo,2
0080e1150044dbb1,Na NLT,Ativo,2
0080e1150044dbb2,Na NLT,Ativo,2
0080e1150044dbb5,Na NLT,Não ativo, desconhecida
0080e1150044dbb7,Na NLT,Não ativo, desconhecida
0080e1150044dbb8,Na NLT,Não ativo, desconhecida
0080e1150044dbbb,Na NLT,Não ativo, desconhecida
0080e1150044dbbc,Na NLT,Não ativo, desconhecida
0080e1150044dbbd,Na NLT,Não ativo, desconhecida
0080e1150044dbbe,Na NLT,Não ativo, desconhecida
0080e1150044dbca,Na NLT,Não ativo, desconhecida
0080e1150044dbcb,Na NLT,Não ativo, desconhecida
0080e1150044dbcd,Na NLT,Não ativo, desconhecida
0080e1150044dbdc,Na NLT,Não ativo, desconhecida
0080e1150044dbdf,Na NLT,Não ativo, desconhecida
0080e1150044dbe0,Fora da NLT,Não ativo, desconhecida
0080e1150044dbe1,Na NLT,Não ativo, desconhecida
0080e1150044dbe2,Na NLT,Não ativo, desconhecida
0080e1150044dbe3,Na NLT,Não ativo, desconhecida
0080e1150044dbe5,Na NLT,Ativo,2
0080e1150044dbe9,Na NLT,Não ativo, desconhecida
0080e1150044dbea,Na NLT,Não ativo, desconhecida
0080e1150044dbef,Na NLT,Não ativo, desconhecida
0080e1150044dbf2,Na NLT,Ativo,8
0080e1150044dbf9,Na NLT,Não ativo, desconhecida
0080e1150044dbfb,Na NLT,Não ativo, desconhecida
0080e1150044dbfc,Na NLT,Não ativo, desconhecida
0080e1150044dbff,Na NLT,Não ativo, desconhecida
0080e1150044dc00,Na NLT,Não ativo, desconhecida
0080e1150044dc01,Na NLT,Não ativo, desconhecida
0080e1150044dc02,Na NLT,Não ativo, desconhecida
0080e1150044dc03,Na NLT,Não ativo, desconhecida
0080e1150044dc04,Na NLT,Ativo,8
0080e1150044dc05,Na NLT,Não ativo, desconhecida
0080e1150044dc06,Na NLT,Ativo,8
0080e1150044dc07,Na NLT,Não ativo, desconhecida
0080e1150044dc08,Na NLT,Não ativo, desconhecida
0080e1150044dc0b,Na NLT,Ativo,2
0080e1150044dc10,Na NLT,Não ativo, desconhecida
0080e1150044dc11,Fora da NLT,Não ativo, desconhecida
0080e1150044dc13,Na NLT,Não ativo, desconhecida
0080e1150044dc1a,Na NLT,Ativo,2
0080e1150044dc1b,Na NLT,Não ativo, desconhecida
0080e1150044dc21,Na NLT,Não ativo, desconhecida
0080e1150044dc22,Na NLT,Não ativo, desconhecida
0080e1150044dc23,Na NLT,Não ativo,18
0080e1150044dc25,Na NLT,Não ativo, desconhecida
0080e1150044dc26,Na NLT,Não ativo, desconhecida
0080e1150044dc2b,Na NLT,Não ativo, desconhecida
0080e1150044dc2c,Na NLT,Não ativo, desconhecida
0080e1150044dc2f,Na NLT,Não ativo, desconhecida
0080e1150044dc36,Na NLT,Ativo,2
0080e1150044dc39,Na NLT,Não ativo, desconhecida
0080e1150044dc3a,Na NLT,Não ativo, desconhecida
0080e1150044dc3b,Na NLT,Ativo,2
0080e1150044dc3c,Na NLT,Não ativo, desconhecida
0080e1150044dc40,Na NLT,Não ativo, desconhecida
0080e1150044dc4a,Na NLT,Ativo,0
0080e1150044dc4b,Fora da NLT,Não ativo, desconhecida
0080e1150044dc4c,Na NLT,Não ativo, desconhecida
0080e1150044dc4d,Na NLT,Ativo,8
0080e1150044dc51,Na NLT,Ativo,8
0080e1150044dc52,Na NLT,Não ativo, desconhecida
0080e1150044dc53,Na NLT,Não ativo, desconhecida
0080e1150044dc5e,Na NLT,Não ativo, desconhecida
0080e1150044dc5f,Na NLT,Não ativo, desconhecida
0080e1150044dc60,Na NLT,Não ativo, desconhecida
0080e1150044dc61,Na NLT,Não ativo, desconhecida
0080e1150044dc62,Na NLT,Não ativo, desconhecida
0080e1150044dc63,Na NLT,Ativo,0
0080e1150044dc64,Na NLT,Não ativo, desconhecida
0080e1150044dc65,Na NLT,Não ativo, desconhecida
0080e1150044dc68,Na NLT,Não ativo, desconhecida
0080e1150044dc6a,Na NLT,Ativo, desconhecida
0080e1150044dc6d,Fora da NLT,Não ativo, desconhecida
0080e1150044dc6f,Na NLT,Ativo,8
0080e1150044dc70,Na NLT,Não ativo, desconhecida
0080e1150044dc75,Na NLT,Não ativo, desconhecida
0080e1150044dc7b,Na NLT,Não ativo, desconhecida
0080e1150044dc7c,Na NLT,Não ativo, desconhecida
0080e1150044dc7d,Na NLT,Não ativo, desconhecida
0080e1150044dc7e,Na NLT,Ativo, desconhecida
0080e1150044dc7f,Na NLT,Ativo,2
0080e1150044dc82,Na NLT,Ativo,8
0080e1150044dc83,Fora da NLT,Não ativo, desconhecida
0080e1150044dc8a,Na NLT,Ativo,8
0080e1150044dc8d,Na NLT,Ativo,2
0080e1150044dc8e,Na NLT,Ativo,2
0080e1150044dc8f,Na NLT,Não ativo, desconhecida
0080e1150044dc90,Na NLT,Ativo,2
0080e1150044dc91,Fora da NLT,Não ativo, desconhecida
0080e1150044dc92,Na NLT,Não ativo, desconhecida
0080e1150044dc94,Na NLT,Ativo,2
0080e1150044dc95,Na NLT,Ativo,2
0080e1150044dc96,Na NLT,Ativo,2
0080e1150044dc98,Na NLT,Ativo,2
0080e1150044dc99,Na NLT,Ativo,2
0080e1150044dc9a,Na NLT,Ativo,2
0080e1150044dc9b,Na NLT,Ativo,2
0080e1150044dc9e,Na NLT,Ativo,2
0080e1150044dc9f,Na NLT,Ativo,2
0080e1150044dca1,Na NLT,Ativo,2
0080e1150044dca6,Na NLT,Ativo,2
0080e1150044dca7,Na NLT,Ativo,2
0080e1150044dca9,Na NLT,Ativo,2
0080e1150044dcab,Na NLT,Ativo,2
0080e1150044dcb0,Na NLT,Ativo,2
0080e1150044dcb2,Na NLT,Ativo,2
0080e1150044dcb4,Na NLT,Ativo,2
0080e1150044dcb5,Na NLT,Não ativo, desconhecida
0080e1150044dcb6,Na NLT,Ativo, desconhecida
0080e1150044dcb8,Na NLT,Não ativo, desconhecida
0080e1150044dcb9,Na NLT,Não ativo, desconhecida
0080e1150044dcbb,Na NLT,Não ativo, desconhecida
0080e1150044dcbc,Fora da NLT,Não ativo, desconhecida
0080e1150044dcca,Na NLT,Não ativo, desconhecida
0080e1150044dcd2,Na NLT,Não ativo, desconhecida
0080e1150044dcd3,Na NLT,Não ativo, desconhecida
0080e1150044dcd4,Na NLT,Não ativo, desconhecida
0080e1150044dcd5,Na NLT,Ativo,2
0080e1150044dcd7,Na NLT,Não ativo, desconhecida
0080e1150044dcd9,Na NLT,Não ativo, desconhecida
0080e1150044dcda,Na NLT,Ativo,2
0080e1150044dcdd,Na NLT,Ativo,2
0080e1150044dcde,Na NLT,Ativo,2
0080e1150044dcdf,Na NLT,Ativo,2
0080e1150044dce2,Na NLT,Ativo,2
0080e1150044dce3,Na NLT,Ativo,2
0080e1150044dce6,Na NLT,Ativo,2
0080e1150044dce8,Na NLT,Ativo,2
0080e1150044dce9,Na NLT,Ativo,2
0080e1150044dcea,Na NLT,Ativo,2
0080e1150044dceb,Na NLT,Ativo,2
0080e1150044dcec,Na NLT,Ativo,2
0080e1150044dcef,Na NLT,Ativo,2
0080e1150044dcf0,Na NLT,Ativo,2
0080e1150044dcf1,Na NLT,Ativo,2
0080e1150044dcf4,Na NLT,Ativo,2
0080e1150044dcf5,Na NLT,Ativo,2
0080e1150044dcf6,Na NLT,Ativo,2
0080e1150044dcf7,Na NLT,Ativo,2
0080e1150044dcfa,Na NLT,Ativo,2
0080e1150044dcfb,Na NLT,Ativo,2
0080e1150044dcff,Na NLT,Ativo,2
0080e1150044dd01,Na NLT,Ativo,2
0080e1150044dd16,Na NLT,Ativo,2
0080e1150044dd19,Na NLT,Ativo, desconhecida
0080e1150044dd20,Na NLT,Ativo,2
0080e1150044dd25,Fora da NLT,Não ativo, desconhecida
0080e1150044dd5a,Na NLT,Ativo, desconhecida
0080e1150044dd5b,Na NLT,Não ativo, desconhecida
0080e1150044dd5c,Na NLT,Ativo,2
0080e1150044dd5d,Na NLT,Ativo,2
0080e1150044dd5f,Na NLT,Ativo,2
0080e1150044dd60,Na NLT,Ativo,2
0080e1150044dd61,Na NLT,Ativo,2
0080e1150044dd62,Na NLT,Ativo,2
0080e1150044dd63,Na NLT,Ativo,2
0080e1150044dd64,Na NLT,Ativo,2
0080e1150044dd65,Na NLT,Ativo,2
0080e1150044dd66,Na NLT,Ativo,2
0080e1150044dd68,Na NLT,Ativo,2
0080e1150044dd69,Na NLT,Ativo,2
0080e1150044dd6a,Na NLT,Ativo,2
0080e1150044dd6b,Na NLT,Ativo,2
0080e1150044dd6c,Na NLT,Ativo, desconhecida
0080e1150044dd78,Fora da NLT,Não ativo, desconhecida
0080e1150044dd79,Na NLT,Ativo,8
0080e1150044dd7b,Na NLT,Ativo,2
0080e1150044dd7c,Na NLT,Não ativo, desconhecida
0080e1150044dd7d,Na NLT,Não ativo, desconhecida
0080e1150044dd7e,Na NLT,Não ativo, desconhecida
0080e1150044dd80,Na NLT,Não ativo, desconhecida
0080e1150044dd81,Na NLT,Ativo,2
0080e1150044dd83,Na NLT,Não ativo, desconhecida
0080e1150044dd84,Na NLT,Não ativo, desconhecida
0080e1150044dd85,Na NLT,Não ativo, desconhecida
0080e1150044dd86,Na NLT,Não ativo, desconhecida
0080e1150044dd88,Fora da NLT,Não ativo, desconhecida
0080e1150044dd89,Na NLT,Não ativo, desconhecida
0080e1150044dd8a,Na NLT,Ativo,8
0080e1150044dd8b,Na NLT,Não ativo, desconhecida
0080e1150044dd8c,Na NLT,Não ativo, desconhecida
0080e1150044dd8d,Na NLT,Não ativo, desconhecida
0080e1150044dd8e,Na NLT,Não ativo, desconhecida
0080e1150044dd8f,Na NLT,Não ativo, desconhecida
0080e1150044dd90,Na NLT,Não ativo, desconhecida
0080e1150044dd91,Na NLT,Não ativo, desconhecida
0080e1150044dd92,Na NLT,Não ativo, desconhecida
0080e1150044dd93,Na NLT,Não ativo, desconhecida
0080e1150044dd94,Na NLT,Não ativo, desconhecida
0080e1150044dd95,Na NLT,Não ativo, desconhecida
0080e1150044dd96,Na NLT,Não ativo, desconhecida
0080e1150044dd98,Na NLT,Não ativo, desconhecida
0080e1150044dd99,Na NLT,Não ativo, desconhecida
0080e1150044dd9b,Na NLT,Não ativo, desconhecida
0080e1150044dd9c,Na NLT,Não ativo, desconhecida
0080e1150044dd9d,Na NLT,Ativo,2
0080e1150044dd9e,Na NLT,Ativo,2
0080e1150044dd9f,Na NLT,Ativo,2
0080e1150044dda0,Fora da NLT,Não ativo, desconhecida
0080e1150044dda1,Na NLT,Não ativo, desconhecida
0080e1150044dda2,Na NLT,Ativo, desconhecida
0080e1150044dda3,Na NLT,Ativo,2
0080e1150044dda4,Na NLT,Ativo,2
0080e1150044dda5,Na NLT,Não ativo, desconhecida
0080e1150044dda7,Na NLT,Não ativo, desconhecida
0080e1150044dda8,Na NLT,Não ativo, desconhecida
0080e1150044dda9,Na NLT,Não ativo, desconhecida
0080e1150044ddab,Na NLT,Não ativo, desconhecida
0080e1150044ddac,Na NLT,Ativo,8
0080e1150044ddad,Na NLT,Não ativo, desconhecida
0080e1150044ddae,Na NLT,Ativo,2
0080e1150044ddaf,Na NLT,Ativo,2
0080e1150044ddb0,Na NLT,Ativo,2
0080e1150044ddb1,Na NLT,Ativo,2
0080e1150044ddb2,Na NLT,Não ativo, desconhecida
0080e1150044ddb3,Na NLT,Não ativo, desconhecida
0080e1150044ddb4,Na NLT,Ativo,2
0080e1150044ddbf,Na NLT,Ativo,2
0080e1150044ddc0,Na NLT,Ativo,2
0080e1150044ddc4,Na NLT,Ativo,2
0080e1150044ddc5,Na NLT,Ativo, desconhecida
0080e1150044ddc8,Na NLT,Ativo, desconhecida
0080e1150044ddcc,Na NLT,Ativo,2
0080e1150044ddce,Na NLT,Ativo,2
0080e1150044de03,Na NLT,Ativo,2
0080e1150044de05,Na NLT,Ativo,2
0080e1150044de06,Na NLT,Ativo,2
0080e1150044de09,Na NLT,Ativo,2
0080e1150044de17,Na NLT,Ativo,2
0080e1150044de19,Na NLT,Ativo,2
0080e1150044de1a,Na NLT,Ativo,2
0080e1150044de1b,Na NLT,Ativo,2
0080e1150044de1e,Na NLT,Ativo,2
0080e1150044de2a,Fora da NLT,Não ativo, desconhecida
0080e1150044de2b,Na NLT,Ativo,2
0080e1150044de2c,Na NLT,Ativo,2
0080e1150044de2f,Na NLT,Ativo,2
0080e1150044de32,Na NLT,Ativo,2
0080e1150044de34,Na NLT,Ativo,2
0080e1150044de35,Na NLT,Ativo,2
0080e1150044de36,Na NLT,Ativo,2
0080e1150044de37,Fora da NLT,Não ativo, desconhecida
0080e1150044de38,Na NLT,Ativo, desconhecida
0080e1150044de43,Na NLT,Ativo,2
0080e1150044de4b,Na NLT,Ativo,2
0080e1150044de50,Na NLT,Não ativo, desconhecida
0080e1150044de51,Na NLT,Ativo,2
0080e1150044de52,Na NLT,Ativo,2
0080e1150044de53,Na NLT,Ativo,2
0080e1150044de55,Na NLT,Não ativo, desconhecida
0080e1150044de56,Na NLT,Não ativo, desconhecida
0080e1150044de57,Na NLT,Ativo,2
0080e1150044de59,Na NLT,Ativo,2
0080e1150044de5b,Na NLT,Ativo,127
0080e1150044de5d,Na NLT,Não ativo, desconhecida
0080e1150044de5e,Na NLT,Não ativo, desconhecida
0080e1150044de60,Na NLT,Não ativo, desconhecida
0080e1150044de62,Na NLT,Não ativo, desconhecida
0080e1150044de63,Na NLT,Não ativo, desconhecida
0080e1150044de65,Na NLT,Não ativo, desconhecida
0080e1150044de67,Na NLT,Ativo,2
0080e1150044de68,Na NLT,Ativo,2
0080e1150044de69,Na NLT,Ativo,2
0080e1150044de6a,Na NLT,Não ativo, desconhecida
0080e1150044de6b,Na NLT,Não ativo, desconhecida
0080e1150044de6c,Fora da NLT,Não ativo, desconhecida
0080e1150044de6d,Na NLT,Ativo,2
0080e1150044de70,Na NLT,Não ativo, desconhecida
0080e1150044de72,Na NLT,Não ativo, desconhecida
0080e1150044de78,Na NLT,Ativo,2
0080e1150044de7a,Na NLT,Ativo,2
0080e1150044de7c,Na NLT,Ativo,2
0080e1150044de81,Na NLT,Ativo,2
0080e1150044de83,Na NLT,Não ativo, desconhecida
0080e1150044de84,Na NLT,Ativo,2
0080e1150044de85,Na NLT,Ativo, desconhecida
0080e1150044de86,Na NLT,Ativo,2
0080e1150044de87,Na NLT,Ativo,2
0080e1150044de89,Na NLT,Ativo,2
0080e1150044de90,Na NLT,Ativo,2
0080e1150044de91,Na NLT,Ativo, desconhecida
0080e1150044de94,Na NLT,Ativo,2
0080e1150044de9b,Na NLT,Ativo, desconhecida
0080e1150044deaf,Fora da NLT,Não ativo, desconhecida
0080e1150044deb1,Na NLT,Não ativo,8
0080e1150044deb2,Na NLT,Não ativo, desconhecida
0080e1150044deb3,Na NLT,Não ativo, desconhecida
0080e1150044deb4,Na NLT,Não ativo, desconhecida
0080e1150044deb5,Na NLT,Não ativo, desconhecida
0080e1150044deb8,Na NLT,Não ativo, desconhecida
0080e1150044deb9,Na NLT,Não ativo, desconhecida
0080e1150044deba,Na NLT,Não ativo, desconhecida
0080e1150044debe,Na NLT,Não ativo, desconhecida
0080e1150044debf,Na NLT,Não ativo, desconhecida
0080e1150044dec0,Na NLT,Não ativo, desconhecida
0080e1150044dec2,Na NLT,Não ativo, desconhecida
0080e1150044dec4,Na NLT,Não ativo, desconhecida
0080e1150044dec5,Na NLT,Ativo,2
0080e1150044dec7,Na NLT,Não ativo, desconhecida
0080e1150044dec8,Na NLT,Não ativo, desconhecida
0080e1150044dec9,Na NLT,Ativo,2
0080e1150044decb,Na NLT,Não ativo, desconhecida
0080e1150044ded2,Na NLT,Não ativo, desconhecida
0080e1150044ded3,Fora da NLT,Não ativo, desconhecida
0080e1150044ded6,Na NLT,Não ativo, desconhecida
0080e1150044ded7,Na NLT,Não ativo, desconhecida
0080e1150044ded8,Na NLT,Não ativo, desconhecida
0080e1150044dedf,Na NLT,Não ativo, desconhecida
0080e1150044dee0,Na NLT,Não ativo, desconhecida
0080e1150044dee1,Na NLT,Não ativo, desconhecida
0080e1150044dee6,Na NLT,Não ativo, desconhecida
0080e1150044dee7,Na NLT,Não ativo, desconhecida
0080e1150044dee8,Na NLT,Não ativo, desconhecida
0080e1150044deeb,Na NLT,Não ativo, desconhecida
0080e1150044deec,Na NLT,Não ativo, desconhecida
0080e1150044deef,Na NLT,Não ativo, desconhecida
0080e1150044def0,Na NLT,Não ativo, desconhecida
0080e1150044def3,Na NLT,Não ativo, desconhecida
0080e1150044def4,Na NLT,Ativo,8
0080e1150044def9,Na NLT,Não ativo, desconhecida
0080e1150044defe,Na NLT,Não ativo, desconhecida
0080e1150044df03,Na NLT,Não ativo, desconhecida
0080e1150044df09,Na NLT,Não ativo, desconhecida
0080e1150044df0a,Na NLT,Não ativo, desconhecida
0080e1150044df0b,Na NLT,Ativo,2
0080e1150044df0e,Na NLT,Ativo,2
0080e1150044df0f,Na NLT,Não ativo, desconhecida
0080e1150044df12,Na NLT,Ativo,2
0080e1150044df13,Na NLT,Ativo,2
0080e1150044df15,Na NLT,Ativo,2
0080e1150044df16,Na NLT,Ativo,2
0080e1150044df18,Na NLT,Não ativo, desconhecida
0080e1150044df1a,Fora da NLT,Não ativo, desconhecida
0080e1150044df1d,Na NLT,Ativo,0
0080e1150044df1e,Na NLT,Não ativo, desconhecida
0080e1150044df1f,Na NLT,Não ativo, desconhecida
0080e1150044df36,Na NLT,Não ativo, desconhecida
0080e1150044df37,Na NLT,Não ativo, desconhecida
0080e1150044df3e,Na NLT,Não ativo, desconhecida
0080e1150044df40,Na NLT,Não ativo, desconhecida
0080e1150044df41,Na NLT,Não ativo, desconhecida
0080e1150044df43,Na NLT,Não ativo, desconhecida
0080e1150044df44,Na NLT,Não ativo, desconhecida
0080e1150044df45,Na NLT,Ativo,2
0080e1150044df4b,Na NLT,Ativo,2
0080e1150044df51,Na NLT,Não ativo, desconhecida
0080e1150044df52,Na NLT,Não ativo, desconhecida
0080e1150044df55,Na NLT,Não ativo, desconhecida
0080e1150044df56,Na NLT,Não ativo, desconhecida
0080e1150044df58,Na NLT,Ativo,2
0080e1150044df5d,Na NLT,Ativo,2
0080e1150044df5e,Na NLT,Ativo,2
0080e1150044df62,Na NLT,Não ativo, desconhecida
0080e1150044df63,Na NLT,Ativo,2
0080e1150044df64,Na NLT,Ativo,2
0080e1150044df65,Na NLT,Ativo,2
0080e1150044df66,Na NLT,Ativo,2
0080e1150044df67,Na NLT,Não ativo, desconhecida
0080e1150044df68,Na NLT,Não ativo, desconhecida
0080e1150044df69,Na NLT,Ativo,2
0080e1150044df6a,Na NLT,Ativo,2
0080e1150044df6b,Na NLT,Não ativo, desconhecida
0080e1150044df6d,Na NLT,Ativo,2
0080e1150044df6e,Na NLT,Ativo,2
0080e1150044df6f,Na NLT,Não ativo, desconhecida
0080e1150044df70,Na NLT,Não ativo, desconhecida
0080e1150044df71,Na NLT,Ativo,2
0080e1150044df73,Na NLT,Ativo,2
0080e1150044df74,Na NLT,Ativo,2
0080e1150044df76,Na NLT,Ativo,2
0080e1150044df79,Na NLT,Ativo,2
0080e1150044df7a,Na NLT,Ativo,2
0080e1150044df7e,Na NLT,Ativo,2
0080e1150044df7f,Na NLT,Ativo,2
0080e1150044df80,Na NLT,Ativo,2
0080e1150044df81,Na NLT,Ativo,2
0080e1150044df82,Na NLT,Ativo,2
0080e1150044df83,Na NLT,Ativo,2
0080e1150044df84,Na NLT,Ativo,2
0080e1150044df85,Na NLT,Ativo,2
0080e1150044df86,Na NLT,Ativo,2
0080e1150044df88,Na NLT,Ativo,2
0080e1150044df8c,Na NLT,Não ativo, desconhecida
0080e1150044df8d,Na NLT,Ativo,2
0080e1150044df93,Na NLT,Não ativo, desconhecida
0080e1150044df94,Na NLT,Não ativo, desconhecida
0080e1150044df95,Na NLT,Não ativo, desconhecida
0080e1150044df96,Na NLT,Não ativo, desconhecida
0080e1150044df9a,Na NLT,Não ativo, desconhecida
0080e1150044df9b,Fora da NLT,Não ativo, desconhecida
0080e1150044df9d,Na NLT,Ativo, desconhecida
0080e1150044dfa3,Na NLT,Ativo,2
0080e1150044dfa7,Na NLT,Ativo, desconhecida
0080e1150044dfa8,Na NLT,Não ativo, desconhecida
0080e1150044dfa9,Na NLT,Não ativo, desconhecida
0080e1150044dfaa,Na NLT,Não ativo, desconhecida
0080e1150044dfab,Na NLT,Não ativo, desconhecida
0080e1150044dfac,Na NLT,Não ativo, desconhecida
0080e1150044dfae,Na NLT,Não ativo, desconhecida
0080e1150044dfaf,Na NLT,Não ativo, desconhecida
0080e1150044dfb6,Na NLT,Ativo,2
0080e1150044dfb8,Na NLT,Ativo,2
0080e1150044dfb9,Na NLT,Ativo,2
0080e1150044dfbc,Na NLT,Ativo,2
0080e1150044dfbd,Na NLT,Ativo,2
0080e1150044dfc0,Na NLT,Ativo, desconhecida
0080e1150044dfc6,Na NLT,Ativo,2
0080e1150044dfcb,Na NLT,Ativo,2
0080e1150044dfce,Na NLT,Ativo,2
0080e1150044dfd0,Na NLT,Não ativo, desconhecida
0080e1150044dfd2,Na NLT,Ativo,2
0080e1150044e023,Na NLT,Ativo,2
0080e1150044e024,Na NLT,Ativo,2
0080e1150044e028,Na NLT,Ativo,2
0080e1150044e02a,Na NLT,Ativo,2
0080e1150044e02c,Na NLT,Não ativo, desconhecida
0080e1150044e02d,Fora da NLT,Não ativo, desconhecida
0080e1150044e02e,Na NLT,Não ativo, desconhecida
0080e1150044e02f,Na NLT,Ativo,2
0080e1150044e030,Na NLT,Ativo,2
0080e1150044e031,Na NLT,Não ativo, desconhecida
0080e1150044e032,Na NLT,Não ativo, desconhecida
0080e1150044e033,Na NLT,Ativo,8
0080e1150044e034,Na NLT,Ativo,2
0080e1150044e035,Na NLT,Ativo,2
0080e1150044e036,Na NLT,Ativo,8
0080e1150044e037,Na NLT,Não ativo, desconhecida
0080e1150044e038,Na NLT,Ativo,2
0080e1150044e039,Na NLT,Ativo,2
0080e1150044e03b,Na NLT,Não ativo, desconhecida
0080e1150044e03c,Na NLT,Não ativo, desconhecida
0080e1150044e03d,Na NLT,Não ativo, desconhecida
0080e1150044e03e,Na NLT,Não ativo, desconhecida
0080e1150044e03f,Na NLT,Ativo,2
0080e1150044e040,Na NLT,Ativo,2
0080e1150044e045,Na NLT,Ativo, desconhecida
0080e1150044e046,Na NLT,Ativo,2
0080e1150044e047,Na NLT,Ativo,2
0080e1150044e04a,Na NLT,Não ativo, desconhecida
0080e1150044e04b,Na NLT,Não ativo, desconhecida
0080e1150044e04c,Na NLT,Não ativo, desconhecida
0080e1150044e04d,Na NLT,Não ativo, desconhecida
0080e1150044e04e,Na NLT,Não ativo, desconhecida
0080e1150044e050,Na NLT,Não ativo, desconhecida
0080e1150044e052,Fora da NLT,Não ativo, desconhecida
0080e1150044e053,Na NLT,Não ativo, desconhecida
0080e1150044e054,Na NLT,Não ativo, desconhecida
0080e1150044e058,Na NLT,Ativo, desconhecida
0080e1150044e059,Na NLT,Não ativo, desconhecida
0080e1150044e05a,Na NLT,Ativo,2
0080e1150044e05b,Na NLT,Ativo,2
0080e1150044e05f,Na NLT,Ativo,2
0080e1150044e063,Na NLT,Ativo,2
0080e1150044e06a,Na NLT,Ativo,2
0080e1150044e0bb,Na NLT,Ativo,2
0080e1150044e0bc,Na NLT,Ativo,2
0080e1150044e0bd,Na NLT,Ativo,2
0080e1150044e0c7,Na NLT,Ativo,2
0080e1150044e0cd,Na NLT,Ativo,2
0080e1150044e0cf,Na NLT,Ativo,2
0080e1150044e0d1,Na NLT,Ativo,2
0080e1150044e0d2,Na NLT,Ativo,2
0080e1150044e0d4,Na NLT,Ativo,2
0080e1150044e0d7,Na NLT,Ativo,2
0080e1150044e0d8,Na NLT,Ativo,2
0080e1150044e0db,Na NLT,Ativo,2
0080e1150044e0de,Fora da NLT,Não ativo, desconhecida
0080e1150044e0df,Na NLT,Ativo,2
0080e1150044e0e1,Na NLT,Não ativo, desconhecida
